Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,5' UTR start,5' UTR end,3' UTR start,3' UTR end,Gene start (bp),Gene end (bp),Transcript start (bp),Transcript end (bp),Gene type,Strand,Chromosome/scaffold name
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000186006,ENSMUST00000186006.2,,,,,70015477,70026168,70022430,70026012,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000186006,ENSMUST00000186006.2,,,,,70015477,70026168,70022430,70026012,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000188554,ENSMUST00000188554.7,70024504,70024646,70023822,70023972,70015477,70026168,70023822,70026134,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000188554,ENSMUST00000188554.7,70025566,70025752,,,70015477,70026168,70023822,70026134,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000188554,ENSMUST00000188554.7,70025977,70026134,,,70015477,70026168,70023822,70026134,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000191151,ENSMUST00000191151.2,70024504,70024646,,,70015477,70026168,70024341,70026168,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000191151,ENSMUST00000191151.2,70025566,70025752,,,70015477,70026168,70024341,70026168,protein_coding,-1,Y
ENSMUSG00000099550,ENSMUSG00000099550.7,ENSMUST00000191151,ENSMUST00000191151.2,70025977,70026168,,,70015477,70026168,70024341,70026168,protein_coding,-1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,71704722,71704735,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,71729301,71729495,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,71703312,71703355,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000100535,ENSMUSG00000100535.2,ENSMUST00000189315,ENSMUST00000189315.2,,,,,71703312,71729495,71703312,71729495,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,73681989,73682002,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,73680584,73680627,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,73706560,73706755,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000099782,ENSMUSG00000099782.2,ENSMUST00000189346,ENSMUST00000189346.2,,,,,73680584,73706755,73680584,73706755,protein_coding,1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,37188765,37188960,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,,,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,37213527,37213540,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101157,ENSMUSG00000101157.2,ENSMUST00000190782,ENSMUST00000190782.2,37214905,37214948,,,37188765,37214948,37188765,37214948,protein_coding,-1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,75233133,75233327,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,,,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,75208537,75208550,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000101146,ENSMUSG00000101146.2,ENSMUST00000190173,ENSMUST00000190173.2,75207125,75207168,,,75207125,75233327,75207125,75233327,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,75752622,75752818,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,,,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,75728001,75728014,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100902,ENSMUSG00000100902.2,ENSMUST00000188672,ENSMUST00000188672.2,75726591,75726634,,,75726591,75752818,75726591,75752818,protein_coding,1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,38456161,38456174,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,38457540,38457583,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,38431406,38431601,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000100892,ENSMUSG00000100892.2,ENSMUST00000185240,ENSMUST00000185240.2,,,,,38431406,38457583,38431406,38457583,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,42536181,42536194,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,42537552,42537595,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,42505428,42505632,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000101471,ENSMUSG00000101471.2,ENSMUST00000190453,ENSMUST00000190453.2,,,,,42505428,42537595,42505428,42537595,protein_coding,-1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,86074449,86074462,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,86073041,86073084,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,86099028,86099221,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000100240,ENSMUSG00000100240.2,ENSMUST00000188754,ENSMUST00000188754.2,,,,,86073041,86099221,86073041,86099221,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,50630846,50631040,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,,,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,50606240,50606253,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000102122,ENSMUSG00000102122.2,ENSMUST00000185245,ENSMUST00000185245.2,50604830,50604873,,,50604830,50631040,50604830,50631040,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,87563648,87563661,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,87562235,87562278,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,87586765,87586960,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000099856,ENSMUSG00000099856.2,ENSMUST00000186493,ENSMUST00000186493.2,,,,,87562235,87586960,87562235,87586960,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,53841933,53841946,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,53840528,53840571,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,53866534,53866729,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100045,ENSMUSG00000100045.2,ENSMUST00000186578,ENSMUST00000186578.2,,,,,53840528,53866729,53840528,53866729,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,63238365,63238387,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,63236955,63236998,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,63262982,63263172,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
ENSMUSG00000100856,ENSMUSG00000100856.2,ENSMUST00000187768,ENSMUST00000187768.2,,,,,63236955,63263172,63236955,63263172,protein_coding,1,Y
